evaluator,generator,dataset,distance,performance
gemini-2.0-flash,gemini-2.0-flash-lite,bigcodebench,-6,0.25
ll-3.1-8b,gemini-2.0-flash-lite,bigcodebench,123,0.57
ll-3.1-70b,gemini-2.0-flash-lite,bigcodebench,71,0.25
ll-3.1-405b,gemini-2.0-flash-lite,bigcodebench,23,0.12
qwen-2.5-72b,gemini-2.0-flash-lite,bigcodebench,68,0.09
qwen-3.0-80b,gemini-2.0-flash-lite,bigcodebench,-43,0.12
deepseek-3.1,gemini-2.0-flash-lite,bigcodebench,-60,0.42
kimi-k2,gemini-2.0-flash-lite,bigcodebench,-64,0.44
gpt-4o-mini,gemini-2.0-flash,bigcodebench,56,0.02
gpt-4.1-mini,gemini-2.0-flash,bigcodebench,-16,0.07
gpt-4o,gemini-2.0-flash,bigcodebench,-78,0.07
gpt-4.1,gemini-2.0-flash,bigcodebench,-49,0.3
haiku-3.5,gemini-2.0-flash,bigcodebench,42,0.53
sonnet-4.5,gemini-2.0-flash,bigcodebench,-83,0.55
opus-4.1,gemini-2.0-flash,bigcodebench,-81,0.8
gemini-2.0-flash-lite,gemini-2.0-flash,bigcodebench,6,0.02
ll-3.1-8b,gemini-2.0-flash,bigcodebench,129,0.59
ll-3.1-70b,gemini-2.0-flash,bigcodebench,77,0.26
ll-3.1-405b,gemini-2.0-flash,bigcodebench,29,0.15
qwen-2.5-72b,gemini-2.0-flash,bigcodebench,74,0.1
qwen-3.0-80b,gemini-2.0-flash,bigcodebench,-37,0.13
deepseek-3.1,gemini-2.0-flash,bigcodebench,-54,0.43
kimi-k2,gemini-2.0-flash,bigcodebench,-58,0.4
gpt-4o-mini,ll-3.1-8b,bigcodebench,-73,0.19
gpt-4.1-mini,ll-3.1-8b,bigcodebench,-145,0.52
gpt-4o,ll-3.1-8b,bigcodebench,-207,0.42
gpt-4.1,ll-3.1-8b,bigcodebench,-178,0.8
haiku-3.5,ll-3.1-8b,bigcodebench,-87,0.57
sonnet-4.5,ll-3.1-8b,bigcodebench,-212,0.77
opus-4.1,ll-3.1-8b,bigcodebench,-210,0.99
gemini-2.0-flash-lite,ll-3.1-8b,bigcodebench,-123,0.14
gemini-2.0-flash,ll-3.1-8b,bigcodebench,-129,0.51
ll-3.1-70b,ll-3.1-8b,bigcodebench,-52,0.69
ll-3.1-405b,ll-3.1-8b,bigcodebench,-100,0.53
qwen-2.5-72b,ll-3.1-8b,bigcodebench,-55,0.29
qwen-3.0-80b,ll-3.1-8b,bigcodebench,-166,0.6
deepseek-3.1,ll-3.1-8b,bigcodebench,-183,0.61
kimi-k2,ll-3.1-8b,bigcodebench,-187,0.56
gpt-4o-mini,ll-3.1-70b,bigcodebench,-21,0.04
gpt-4.1-mini,ll-3.1-70b,bigcodebench,-93,0.13
gpt-4o,ll-3.1-70b,bigcodebench,-155,0.17
gpt-4.1,ll-3.1-70b,bigcodebench,-126,0.63
haiku-3.5,ll-3.1-70b,bigcodebench,-35,0.37
sonnet-4.5,ll-3.1-70b,bigcodebench,-160,0.6
opus-4.1,ll-3.1-70b,bigcodebench,-158,0.97
gemini-2.0-flash-lite,ll-3.1-70b,bigcodebench,-71,0.02
gemini-2.0-flash,ll-3.1-70b,bigcodebench,-77,0.34
ll-3.1-8b,ll-3.1-70b,bigcodebench,52,0.51
ll-3.1-405b,ll-3.1-70b,bigcodebench,-48,0.25
qwen-2.5-72b,ll-3.1-70b,bigcodebench,-3,0.2
qwen-3.0-80b,ll-3.1-70b,bigcodebench,-114,0.47
deepseek-3.1,ll-3.1-70b,bigcodebench,-131,0.4
kimi-k2,ll-3.1-70b,bigcodebench,-135,0.38
gpt-4o-mini,ll-3.1-405b,bigcodebench,27,0.0
gpt-4.1-mini,ll-3.1-405b,bigcodebench,-45,0.04
gpt-4o,ll-3.1-405b,bigcodebench,-107,0.18
gpt-4.1,ll-3.1-405b,bigcodebench,-78,0.58
haiku-3.5,ll-3.1-405b,bigcodebench,13,0.28
sonnet-4.5,ll-3.1-405b,bigcodebench,-112,0.53
opus-4.1,ll-3.1-405b,bigcodebench,-110,0.96
gemini-2.0-flash-lite,ll-3.1-405b,bigcodebench,-23,0.01
gemini-2.0-flash,ll-3.1-405b,bigcodebench,-29,0.27
ll-3.1-8b,ll-3.1-405b,bigcodebench,100,0.51
ll-3.1-70b,ll-3.1-405b,bigcodebench,48,0.42
qwen-2.5-72b,ll-3.1-405b,bigcodebench,45,0.12
qwen-3.0-80b,ll-3.1-405b,bigcodebench,-66,0.44
deepseek-3.1,ll-3.1-405b,bigcodebench,-83,0.31
kimi-k2,ll-3.1-405b,bigcodebench,-87,0.24
gpt-4o-mini,qwen-2.5-72b,bigcodebench,-18,0.03
gpt-4.1-mini,qwen-2.5-72b,bigcodebench,-90,0.19
gpt-4o,qwen-2.5-72b,bigcodebench,-152,0.15
gpt-4.1,qwen-2.5-72b,bigcodebench,-123,0.63
haiku-3.5,qwen-2.5-72b,bigcodebench,-32,0.41
sonnet-4.5,qwen-2.5-72b,bigcodebench,-157,0.56
opus-4.1,qwen-2.5-72b,bigcodebench,-155,0.96
gemini-2.0-flash-lite,qwen-2.5-72b,bigcodebench,-68,0.05
gemini-2.0-flash,qwen-2.5-72b,bigcodebench,-74,0.3
ll-3.1-8b,qwen-2.5-72b,bigcodebench,55,0.5
ll-3.1-70b,qwen-2.5-72b,bigcodebench,3,0.4
ll-3.1-405b,qwen-2.5-72b,bigcodebench,-45,0.3
qwen-3.0-80b,qwen-2.5-72b,bigcodebench,-111,0.35
deepseek-3.1,qwen-2.5-72b,bigcodebench,-128,0.31
kimi-k2,qwen-2.5-72b,bigcodebench,-132,0.36
gpt-4o-mini,qwen-3.0-80b,bigcodebench,93,0.03
gpt-4.1-mini,qwen-3.0-80b,bigcodebench,21,0.04
gpt-4o,qwen-3.0-80b,bigcodebench,-41,0.08
gpt-4.1,qwen-3.0-80b,bigcodebench,-12,0.14
haiku-3.5,qwen-3.0-80b,bigcodebench,79,0.62
sonnet-4.5,qwen-3.0-80b,bigcodebench,-46,0.49
opus-4.1,qwen-3.0-80b,bigcodebench,-44,0.86
gemini-2.0-flash-lite,qwen-3.0-80b,bigcodebench,43,0.0
gemini-2.0-flash,qwen-3.0-80b,bigcodebench,37,0.23
ll-3.1-8b,qwen-3.0-80b,bigcodebench,166,0.6
ll-3.1-70b,qwen-3.0-80b,bigcodebench,114,0.14
ll-3.1-405b,qwen-3.0-80b,bigcodebench,66,0.05
qwen-2.5-72b,qwen-3.0-80b,bigcodebench,111,0.1
deepseek-3.1,qwen-3.0-80b,bigcodebench,-17,0.32
kimi-k2,qwen-3.0-80b,bigcodebench,-21,0.47
gpt-4o-mini,deepseek-3.1,bigcodebench,110,0.07
gpt-4.1-mini,deepseek-3.1,bigcodebench,38,0.01
gpt-4o,deepseek-3.1,bigcodebench,-24,0.07
gpt-4.1,deepseek-3.1,bigcodebench,5,0.29
haiku-3.5,deepseek-3.1,bigcodebench,96,0.55
sonnet-4.5,deepseek-3.1,bigcodebench,-29,0.51
opus-4.1,deepseek-3.1,bigcodebench,-27,0.81
gemini-2.0-flash-lite,deepseek-3.1,bigcodebench,60,0.01
gemini-2.0-flash,deepseek-3.1,bigcodebench,54,0.23
ll-3.1-8b,deepseek-3.1,bigcodebench,183,0.61
ll-3.1-70b,deepseek-3.1,bigcodebench,131,0.22
ll-3.1-405b,deepseek-3.1,bigcodebench,83,0.12
qwen-2.5-72b,deepseek-3.1,bigcodebench,128,0.08
qwen-3.0-80b,deepseek-3.1,bigcodebench,17,0.06
kimi-k2,deepseek-3.1,bigcodebench,-4,0.42
gpt-4o-mini,kimi-k2,bigcodebench,114,0.03
gpt-4.1-mini,kimi-k2,bigcodebench,42,0.05
gpt-4o,kimi-k2,bigcodebench,-20,0.05
gpt-4.1,kimi-k2,bigcodebench,9,0.22
haiku-3.5,kimi-k2,bigcodebench,100,0.52
sonnet-4.5,kimi-k2,bigcodebench,-25,0.5
opus-4.1,kimi-k2,bigcodebench,-23,0.89
gemini-2.0-flash-lite,kimi-k2,bigcodebench,64,0.01
gemini-2.0-flash,kimi-k2,bigcodebench,58,0.2
ll-3.1-8b,kimi-k2,bigcodebench,187,0.59
ll-3.1-70b,kimi-k2,bigcodebench,135,0.22
ll-3.1-405b,kimi-k2,bigcodebench,87,0.1
qwen-2.5-72b,kimi-k2,bigcodebench,132,0.07
qwen-3.0-80b,kimi-k2,bigcodebench,21,0.12
deepseek-3.1,kimi-k2,bigcodebench,4,0.41
